id,math_interest,math_anxiety,engage,class_climate,persistence,achieve,teacher_quality
p430,5,17,11,13,8,0.628594100465466,0.9245783063675429
p431,6,20,23,21,14,-0.8499679127902247,-0.23236372448905526
p432,7,17,24,14,11,-2.596378864968142,1.3863747772767445
p433,4,19,30,19,18,-0.7479571643920531,-0.5577436920458546
p434,7,19,25,14,12,-0.8094897819160376,-0.7233642956862743
p435,8,17,26,16,17,-2.3136061390979594,-0.11682391320284352
p436,16,20,33,23,17,-0.25212280785032065,0.9895543307945547
p437,5,17,22,16,9,-0.7073674002514083,-0.4762280097780356
p438,5,18,26,11,15,-0.7484023943781776,-0.9708102221676175
p439,13,20,36,15,17,-1.0652527545052115,1.2002956737831005
p440,9,18,27,15,13,-1.3664251480270193,-0.2835121701030397
p441,15,20,35,18,13,-0.8491957393984579,0.7839275446157422
p442,4,20,36,15,9,-1.1071642175971537,1.2679125961436832
p443,7,18,33.75,20,21,-0.44144219222002357,0.47260872111747926
p444,8,18,18,11,17,-1.8307128566739859,-0.7789605134746561
p445,12,20,17,12,14,-0.7094863371956175,0.19113501011858744
p446,4,20,15,17,14,-0.31393101630806136,-1.0119716493764577
p447,4,18,22,15,19,0.7349479882784895,-0.3636074958494919
p448,5,18,36,19,21,-0.7509041686012755,-1.837164022255097
p449,4,20,19,6,19,-0.6139849053469564,-1.5291034795814167
p450,4,20,12,12,17,-0.8455351231900053,-1.607554231959889
p451,10,18,36,17,22,-0.5451039633738755,-0.6246457949271109
p452,4,19,20,16,17,0.9880768248953554,0.1327814929334293
p453,10,19,19,23,21,-0.11209604828089179,-0.002442473048430243
p454,8,20,26,17,21,-1.535853964388804,-0.6962340837326304
p455,4,19,21,17,16,-0.21531379928482403,-0.7240768681721672
p456,12,20,36,14,9,-1.8852829620457243,1.3098378931600454
p457,4,20,29,16,15,-0.43443437563432397,0.17282813848664408
p458,8,19,23,15,20,-0.2264119346295361,-0.2644732442597226
p459,16,18,31,18,17,0.751787482900253,-0.012291114280397922
p460,5,19,25,18,16,-1.257052803587503,-0.8649142705987561
p461,4,20,18,19,15,-1.4153216789814054,-1.0459204048427788
p462,4,20,16,9,10,-1.2036730956021677,-1.2388951042615144
p463,4,20,20,19,9,-1.2465597478372699,-0.15355254242040475
p464,5,20,28,17,12,-1.3033813817832134,0.0800765783646238
p465,5,17,32,20,18,1.0506566511768165,-0.8619497727146673
p466,4,20,9,8,10,-1.304975650737778,-1.2882513160958793
p467,4,18,14,21,13,0.6903529274441111,-0.43037721428865877
p468,4,17,24,23,16,0.4375303374473587,0.5185192228023326
p469,12,17,24,20,15,0.550636887526205,0.3933223259129999
p470,9,17,23,15,19,-1.0906225720345606,0.3395283545932671
p471,8,18,24,18,16,-0.6262822288625968,-0.16791040939147395
p472,11,19,28,19,21,0.15853695370751797,0.23386113268826456
p473,10,19,31,15,11,-1.5646893649886664,0.5462126897097606
p474,4,18,27,16,14,-0.2648038501036484,-0.2610241677619226
p475,16,20,36,20,17,-2.220361911670176,1.160064652987689
p476,10,18,25,20,18,1.5640030198951709,0.33370298246820707
p477,10,20,32,18,17,-1.5859020450619414,-0.1393690457327679
p478,6,18,35,19,25,-0.05383285971184674,0.5183589104657614
p479,4,20,31,21,21,-1.3413178855696506,0.23020871399503212
p480,4,18,22,10,18,-1.206128949688318,-1.1654750158682172
p481,7,17,25,10,17,-1.3520806638335112,-1.2486839247681223
p482,8,19,21,19,16,0.23587351560006686,0.3664424880118245
p483,5,18,22,20,19,0.9748276867033517,-0.26294141906652135
p484,8,19,21,12,14,-1.5099313766243487,-0.5601773577797983
p485,4,17,22,15,14,0.34574229544175,-0.2289249632261931
p486,11,17,20,19,16.25,-2.0029269038340356,0.9886031908718953
p487,9,18,20,20,7,-1.3545345524912928,0.45436708665114517
p488,8,17,26,18,14,-2.3675972796134737,0.3675085935576799
p489,7,17,25,20,10,-2.2313646490864136,0.18544001606886065
p490,7,17,21,15,14,-0.40370852003702973,-0.15365042530564652
p491,16,20,34,7,25,0.03701363215106904,-0.3411012194553009
p492,4,17,22,10,17,-0.25181258780761934,-0.8099527001510921
p493,4,20,30,19,18,0.31855431789596195,0.06263006105014916
p494,11,19,33,12,17,-2.2150345007464662,1.3371460227403176
p495,7,20,24,13,12,-0.37977902637816924,-1.239876372796313
p496,8,18,31,24,13,-0.7730673757541855,0.28191232877678685
p497,10,17,25,6,18.75,-2.1671645107071305,-2.5760282634364287
p498,8,17,24,16,11,0.07993142220495181,0.882291633575238
p499,4,18,15,16,11,-0.9558034589660617,-0.4939828240124555
p500,9,17,23,15,15,0.012830148112344827,-0.04015628364077572
p501,9,17,34,14,21,-0.8826125023788531,0.5660010525068039
p502,4,19,17,16,9,-1.4619696540238512,-1.2551268727275908
p503,4,20,23,20,19,0.4833789167137606,-0.9190634170250551
p504,4,20,23.625,22,15,-0.8139607243683721,-1.3571462173724829
p505,16,20,36,22,22,0.8826181629688264,0.5724739827963089
p506,9,17,22,13,14,-0.5148130659028402,0.050562113304178286
p507,4,19,15,11,15,0.7379017310807282,-0.41885173562365857
p508,4,20,20,11,7,-1.4297197456479536,-1.1429637256090763
p509,4,17,22,14,12,-2.82287905192945,0.32616051534565466
p510,4,19,30,11,11,-0.0891758124957144,-1.05264974138693
p511,4,19,16,21.6,11,-1.2021604160020565,0.3432812031429656
p512,5,19,25,19,14,-1.0336266103518486,0.7118090409815871
p513,4,20,24,16,17,-1.4853235194438148,0.9438755382933417
p514,4,20,18,16,5,-1.1311665640488866,-1.2359217072320348
p515,5,17,23,17,19,0.2400570958606055,-1.308280519923227
p516,13,20,29,21,14,-1.212108227703254,1.0372867192156305
p517,4,17,17,21,14,-0.6751781389687701,-0.2368770799260212
p518,4,17,22,18,14,-1.311379562243912,0.4917218139632716
p519,7,20,23,6,11,-0.08864960635570764,-0.12740431746071681
p520,4,17,25,22,17,0.28433480209934237,-0.25122304130378403
p521,7,20,28,20,13,-1.6556164652450487,0.20035472143471955
p522,6,20,27,24,18,-0.716681086990514,0.9010479226779836
p523,7,17,31,24,18,0.43810208956170776,0.2639488263945587
p524,5,20,21,17,19,-0.15615690565760862,-0.7402080466861541
p525,4,17,10,18,17,1.0694451458092131,-0.14666047131595714
p526,4,18,27,22,17,-0.7441381514778068,-0.427006192487804
p527,4,20,26,16,16,0.3104264749954583,-1.1075572917409429
p528,5,18,31,20,20,-0.27999121138777944,-0.009324930572798403
p529,4,20,9,11,5,-1.4926343463539506,-0.3884367517944739
p530,4,17,20,16,16,-0.21544574531767652,-0.4582677609861677
p531,4,17,24,7,15,-0.058957991679541626,-1.1341370529845178
p532,4,18,20,17,17,-1.1038131915867728,0.07142327383716973
p533,4,18,15,10,15,-1.1067394546330924,-0.64636062542045
p534,9,17,22,16,13,-1.6451748146039447,0.09695434447641785
p535,6,17,14,17,10,-0.6519571198785667,-0.7535124742085842
p536,4,20,16,14,12,-1.993048075976032,-1.1540140920642117
p537,7,17,23,15,16,-1.2128034749181746,-0.5351165718301554
p538,6,17,25,24,15,-1.0764862170205034,0.5924576060392241
p539,7,20,20,20,25,-1.252162040466303,1.1170179667908524
p540,5,17,27,19,21,-0.4773172941942529,0.14007189138021459
p541,4,19,23,15,14,-1.156141056005905,-0.6613820106678383
p542,5,19,16,10,18,-0.3052286455173971,-1.2245466728915597
p543,8,17,22,19,11,-0.9235479120446755,-0.625646263523557
p544,4,17,24,18,17,0.6206198638358227,-0.17463282852432271
p545,8,18,20,18,18,-0.8834201879215104,-0.38445141126261473
p546,6,19,32,24,24,-0.14805602057135203,-0.209438704274678
p547,5,17,23,14,24,-0.023496335941099865,1.3863747772767445
p548,5,18,24,11,9,-1.430003555552238,-0.5150916882341731
p549,9,18,31,13,23,-0.42627239050957844,-1.0482045803610844
p550,10,19,30,17,17,-0.17333690833892382,0.7299466773345337
p551,6,19,26,13,13,-1.141663772579371,-0.41069606103936546
p552,5,18,25,17,10,-0.6345134578199689,-0.19950434746749476
p553,6,19,22,19,15,-0.05921583559984789,0.04502195044664693
p554,4,18,25,14,6,-0.772234548618603,-0.33112608160582235
p555,4,18,22,10,11,-0.8453151432345969,-0.4027114222279154
p556,4,17,23,15,16,0.2177162203624738,-0.48869443168252896
p557,4,19,24,16,13,-2.1209484700985817,-0.11477508925924335
p558,4,17,28,20,18,0.8097201490927859,-0.30287700625414216
p559,7,20,24,15,17,-0.7811675352096806,-0.6251428718810452
p560,4,20,26,10,23,-1.5851171531166133,-0.6355424880265351
p561,6,20,15,14,11,1.0906185916048052,-0.6298002838191801
p562,5,20,25,13,17,-2.921820015169856,-0.45183413692496804
p563,6,18,18,13,10,-0.9394360180720628,-0.07007890879925874
p564,9,20,28,17,17,-1.5596925337742469,-0.3234584186351025
p565,4,20,36,15,5,-1.0701920764042465,1.1676529037234387
p566,6,17,25,9,14,-0.8007974468505722,-1.0850131822019704
p567,10.666666666666666,17,26,18,15,-0.7839022813684905,-0.412330448467607
p568,8,18,25,18,15,-2.363728253939657,-0.12388801180269557
p569,7,18,24,15,11,-0.978757735623865,0.19392198354841486
p570,5,17,20,20,18,-1.4118064354047144,-0.20009839872971885
p571,14,20,36,15,17,-1.8974031215137748,0.4616806175109281
p572,5,20,18,12,13,-1.2528377337152237,-0.5003671015328778
p573,8,19,24,9,6,-1.2197031726204979,0.36899545530247885
p574,4,19,NA,24,5,-1.2252235178358382,0.9721851839582751
p575,4,17,22,9,11,0.4196153302305568,-0.315712532206694
p576,8,19,18,12,13,-0.007810786248517304,-1.179120940959905
p577,12,18,25,19,18,-0.18400879620807753,-0.22342305535095927
p578,7,17,22,9,15,-0.2886183131862569,-0.6139602894951143
p579,4,17,24,17,22,1.0915624785307174,0.6123985590344706
p580,5,18,30,17,11,-0.6453841484456038,0.13703937225006685
p581,4,20,21,22,8,-0.2589215149559056,-0.29935477898062884
p582,8,18,24,19,17,-0.254336214052579,-0.4421359697531464
p583,7,18,28,23,20,0.7280943211781733,0.4520388957421535
p584,6,17,24,17,10,-0.14380707362727493,0.011031619618623803
p585,10,18,31,24,14,0.06032146479924889,0.4214644974293401
p586,9,20,35,15,22,-0.0179738033745599,-0.33828341848585114
p587,8,20,11,16,19,-0.7257911943876624,-1.2274091774329516
p588,4,20,18,19,16,-1.6025897205077135,-0.7122641684023115
p589,4,18,32,13,10,-1.6617334272871531,-0.1391755783915697
p590,8,19,24,10,17,0.37420835773700023,-0.8352157413626049
p591,4,17,12,14,9,-1.472261252596843,-1.120320407878753
p592,6,17,32,16,14,-0.21220549248468396,0.24288239523987984
p593,4,19,26,10,12,-0.3368914623382855,-0.7961641814183759
p594,4,19,32,22,12,-0.9030646884387067,0.40295968639426016
p595,4,18,26,19,11,0.6590212723949962,-0.29397002901070063
p596,6,20,23,17,17,-2.1789837443954183,0.05803586399118676
p597,8,18,23,13,7,-1.7193196612160835,0.39135027824506546
p598,5.333333333333333,20,24.75,20.4,20,-1.0983210931097254,0.25017189258896266
p599,4,20,9,10,5,-1.85633167216059,-1.6415684064432556
p600,5,19,14.142857142857142,14,11,-0.18896860445242608,-0.1401380058071083
p601,4,17,29,20,18,-0.4136225922976345,-1.4257676104468398
p602,5,20,15,12,12,-0.9748921058802549,-0.48056970767745394
p603,4,20,12,16,5,-1.5021323212782094,0.01845365127203072
p604,9,17,29,13,17,-1.2063761869411591,1.111070405093852
p605,4,20,23,8,7,0.03744200033993708,-0.5955922428709978
p606,10,20,27,22,17,0.2399054737543649,0.19382796585022338
p607,6,17,29,22,13,-0.5703772250314765,0.39143977487937054
p608,6,17,29,20,16,-0.7816790054257035,-0.5420663399025994
p609,4,17,23,19,10,-0.022728384935177804,0.3113348637021413
p610,15,19,32.625,15,15,-1.3348141025686475,0.8220903272405555
p611,4,20,9,16,12,-0.9030061320426295,-0.2990764858801302
p612,4,19,19,14,5,-0.46713608207791824,-0.7554898763052244
p613,5,18,24,6,12,-0.3982680685974902,-0.48522056580190365
p614,7,18,21,20,17,-1.9945609821255605,-0.29873190390970616
p615,4,18,19,8,10,-0.1260016564355656,-1.4555884948734104
p616,10,17,30,22,17,-0.9622148865104523,0.30052190309139226
p617,4,20,36,19,14,-0.3743858654669294,-0.440250866610658
p618,6,19,23,14,11,-0.5403052014798577,0.2467369254399856
p619,4,19,22,17,15,-0.22789218089929333,-0.013266735826362877
p620,4,18,23,20,13,-0.15947156534605206,-0.30025748451539563
p621,7,18,21,10,16,-0.5307649840828963,0.16922541473890138
p622,8,17,27,20,17,0.29867037933185314,-0.10359964885552342
p623,4,20,26,20,20,-0.09842343427278206,0.1727337602684593
p624,13,17,35,15,19,-2.230654384730326,0.8891475694787518
p625,10,17,22,19,19,-0.826629017189242,-0.04859854947228485
p626,4,17,35,21,15,-0.2328973386818621,0.17402628164690293
p627,15,18,32,21,17,-1.7251254919742487,1.154474098458321
p628,12,20,36,21,17,-1.6655381532782045,0.22961605409300248
p629,16,20,33,21,13,-0.7312342209340172,1.3863747772767445
p630,11,20,30,17,15,-0.5110214828446357,0.9246351160057832
p631,5,18,18,14,14,-1.40408997568521,0.32443320696786
p632,5,20,35,22,16,-0.5442583650446183,-1.6453065083211014
p633,6,19,30,14,19,-1.3165579718484073,-0.6427023391549879
p634,6,20,36,22,13,-0.5217487530384077,-0.4425255601479693
p635,4,18,33,17,19,-0.7693633216403024,-0.9595391965640642
p636,7,18,30,20,11,-0.6061400792079326,0.26470646696571676
p637,11,19,29,18,22,0.03884630017850723,-0.007781222083191419
p638,4,20,26,19,15,-0.5933150219870434,-0.17731164956495082
p639,9,19,32,22,16,-0.021490665870700396,-0.8521202794585337
p640,7,17,34,20,20,-1.2654896594540375,1.3226396781637206
p641,4,20,17,20,17,-2.227526762924105,-0.1352412354088446
p642,4,17,28,8,15,-0.8959880142553064,0.16726916218260687
p643,7,18,24,17,13,-1.4051480623476622,0.5301323168969087
p644,8,19,30,24,17,1.545114072474254,0.16076569092976217
p645,11,19,33,23,20,0.551936366973042,0.9918413707104856
p646,5,18,24,22,18,0.4166527176296011,-0.6790617182457136
p647,10,18,28,20,19,-0.41740167293093755,-0.2803810869353485
p648,7,18,34,22,18,-0.385147170102313,0.31786558114983393
p649,12,20,28,15,16,-1.7729592196708606,0.9871055419525464
p650,4,18,21,16,11,-1.7064326800369805,-0.8182099244968439
p651,4,18,17,19,19,-1.583188986645548,-1.359962549654311
p652,5,18,21,17,19,-0.35369505567345916,0.4949974086741491
p653,4,20,24,9,18,-1.7356589674373346,-0.469403118597617
p654,4,18,25,21,10,-0.5986249952564282,1.2679125961436832
p655,6,18,28,22,13,0.1768306778888386,0.41986218104552303
p656,4,19,30,21,9,-0.43713330632467584,-0.9607055627030656
p657,9,19,25,17,14,-1.2261648299015462,-0.18332656817339227
p658,12,19,23,24,13,1.0837711221081678,0.21203344332838062
p659,11,18,26,11,19,-1.2075713730315385,-0.6967993705437545
p660,4,17,20,7,19,-0.7369029414943515,0.06604738116798518
p661,13,17,32,17,13,-0.6816962918565901,-0.7352244033615861
p662,9,18,27,12,12,-0.28312161940870456,-0.1256747812742468
p663,11,18,24,18,22,0.5611473889042453,-0.46148563799567144
p664,4,20,21,18,18,-0.40034132069176726,-0.6148695157934114
p665,4,18,23,16,15,-1.4597118855523783,-0.805803797885907
p666,4,19,24,16,19,-1.2112844051232259,-0.856349899409926
p667,4,19,28,24,22,-0.48511192833590355,-0.8820457764475237
p668,8,17,28,11,17,-1.2741467033280736,0.25409692896127306
p669,5,19,33,18,23,-1.5734592037522794,-0.6786373347380134
p670,4,17,13,14,10,0.39953980846843884,-0.22644083171605126
p671,14,17,30,15,18,-0.8877499159732845,0.45949003563797075
p672,8,17,33,12,13,0.9753363078785524,-0.7851450775435872
p673,4,20,22,14,8,-2.031518974621655,0.3106026748599234
p674,9,19,22,23,18,-0.46742406474840026,0.93559166339165
p675,12,17,35,23,21,-1.0756413492273862,0.8934294385046962
p676,4,20,25,13,16,-1.545467357766492,-0.32408590595699627
p677,7,19,36,17,25,-0.20984120961850564,-0.08379881352789123
p678,4,17,21,21,21,-0.9640296602704872,-0.1673604383164431
p679,9,17,32,11,23,-1.2911863327246853,0.2412956010895896
p680,8,20,20,6,16.25,-1.4190295910690776,0.554731270676441
p681,7,20,24,9,9,-2.5614664501883393,0.20396081906415234
p682,4,20,26,15,13,-1.3469550306464178,-1.4579553145010762
p683,12,20,27,17,8,-1.7627123424188562,-0.6170574439340499
p684,6,17,30,22,15,-0.434069967819045,0.26596512459441746
p685,4,18,25,18,15,-1.4810986452371622,0.22567873482064618
p686,4,17,24,17,15,-1.264374846649746,0.6495363030185958
p687,7,17,22,13,12,0.34111965577691805,-0.5401746019732954
p688,7,18,21,21,10,-1.1299581290010365,0.3459542441472361
p689,13,18,30,18,20,-0.9656814586210508,1.1177161304723788
p690,7,18,24,14,12,0.13487676198353118,0.1327268019757024
p691,7,17,23,10.8,15,-0.03803381151406786,-1.2820043999725588
p692,15,17,28,16,17,-2.242791847782839,0.8724751186136414
p693,7,19,21,19,20,-0.1421618781327625,0.4624366111909174
p694,12,17,27,24,17,-2.170752796898355,1.0590524058857347
p695,4,18,21,7,10,-0.228109601294207,-1.2035992830915299
p696,4,20,29,16,20,-0.9458785788203259,-1.4417531434904152
p697,8,17,20,20,17,0.07998427611025168,-0.3675036384894083
p698,9,19,27,19.200000000000003,18,0.35700930200290726,0.9341361830062052
p699,4,20,24,10,7,-1.32144928005422,-1.491484918040813
p700,5,18.333333333333332,22,18,13,-0.9365485345335336,-0.051675156177531496
p701,4,20,36,24,21,-0.8493857167137921,0.6189243330748888
p702,6,17,20,20,12,0.1195183014218639,-0.20834643914718176
p703,7,17,25,18,13,-0.5366138024203175,-1.1832745089551533
p704,9,20,27,21,21,-0.9116340725363983,-0.3351082491334413
p705,5,18,9,12,10,0.8001653875583568,-0.8016933817820379
p706,9,18,29,19,13,-0.6982193464807462,0.09855663484496166
p707,8,17,22,19,11,0.07455888641799024,0.09984247247524933
p708,4,20,16,6,9,-0.5481035472996726,-0.925726732602722
p709,8,18,23,16,13,-0.12072890255546184,-0.5497910937514956
p710,8,18,27,16,13,0.2565153377140199,-0.8754359919060826
p711,4,18,26,19,19,-0.9675150788010155,-0.9659891215484825
p712,4,19,22,18,21,-0.020857760348646413,0.27153966683833203
p713,4,20,15,13,16,-0.8483286351275462,-0.6947648237044628
p714,4,18,22,19,10,0.28137917516750366,-0.3646867257282519
p715,9,18,24,19,13,-1.401562812157334,-0.17159248597476506
p716,4,20,22.5,12,19,-0.26880468580589845,-1.0557006940606497
p717,6,18,24,11,21,-0.4556012112902017,-0.8781135846027316
p718,8,17,29,21,22,1.742527308078743,0.4483094666521988
p719,4,18,9,21,9,-0.941443587777987,-0.8056127130524399
p720,4,20,23,12,10,-0.8408208422279714,-0.15775340189162324
p721,4,17,18,13,13,-0.8297377491481737,-0.9436193237020926
p722,13,17,26,13,16,1.017292463055788,0.9088011137474217
p723,4,18,20,18,9,0.1232876836443175,-0.6374166408100287
p724,8,20,14,15,15,-1.0672147432857257,-0.4298071957359819
p725,8,20,27,12,13,-0.89638884251004,-0.9835679084881178
p726,11,18,32,8,22,-0.057001823613560175,-1.3935214401488598
p727,4,20,31,11,13,-0.6391470531341839,-0.5130810712357189
p728,13,17,36,17,22,-0.5868580750447525,0.6536587205018983
p729,4,18,23,15,13,0.6313675990771843,-0.8438070560388254
p730,4,17,9,11,5,-0.8495670464591479,-0.3194391489975302
p731,7,17,21,18,14,0.17067771529942152,-0.057379990872100974
p732,10,17.5,24,16,16,-2.4658449268109317,-0.40225919910456565
p733,9.333333333333334,18,35,14,16,-1.626234937721894,1.3226396781637206
p734,4,19,23,10,10,-1.61607513816892,-0.972031458625619
p735,6,20,21,16,10,-0.6959163598838076,-0.912036316508506
p736,10,17,30,22,20,0.09906924142647955,0.47341446592072556
p737,6,19,26,20,7,-0.604535109090597,0.054069804530524256
p738,8,20,22,14,14,-1.627079187483782,0.18807939249098546
p739,4,17,31,20,24,-0.2795889123848272,-0.8411301841142934
p740,5,20,21,18,14,-0.6932454161478468,0.39970875589213634
p741,7,18,19,19,15,-0.23862058408207398,0.04167978554630987
p742,4,20,9,15,13,-0.14356346576791656,-1.994063802902263
p743,8,17,21,13,15,-0.6389109964542732,0.7071304073770419
p744,4,20,20,12,14,0.7829865214192467,-0.3165105420754956
p745,10,17,24,20,15,-0.6104390883843129,0.2595619172170755
p746,8,17,14,16,15,-2.0534924103942247,0.3151630153699986
p747,11,18,26,16,16.25,-1.1636943690533212,0.5825015692752854
p748,4,19,24,19,15,-1.3106349674907813,0.04415792079460536
p749,9,18,25,18,13,-2.4594818313339206,0.013707325500579575
p750,4,20,31,23,18,0.25627924764322507,-0.7542214673782185
p751,5,17,20,14,10,-1.0923750562255399,0.40194275745837693
p752,4,18,36,23,15,-0.37897428582052983,1.0979812228115398
p753,4,20,18,10,15,0.4477817815110259,-0.8635621376223696
p754,4,17,21,18,10,-0.6646546937165818,0.5127661050348054
p755,7,17,24,15,18,-0.42413265156603364,0.13518974916482862
p756,4,20,9,17,15,0.31091921178460447,-0.22365386262777973
p757,6,19,25,16,15,-0.25449858851253243,-0.7483707603826472
p758,13,17,36,18,25,-0.22611515060430148,-1.871903013376197
p759,9,19,34,17,20,-1.009230897929156,0.6774610364959566
p760,4,17,25,16,10,-0.7627228932384449,0.10298132438085042
p761,8,18,30,15,20,-1.1522660088833463,-0.10070192014590801
