gpa,parents,role,relatives,succeed,intellect,writing,reputation,programs,ranking,office,greek,clubs
3.380952380952381,3,2,3,4,4,4,3,1,2,2,3,3
3.8541666666666665,3,1,1,5,4,3,2,1,1,3,4,2
2.86046511627907,3,1,3,4,4,3,3,2,1,3,4,4
2.5609756097560976,2,2,1,4,3,3,2,3,3,2,3,1
2.7612828996340424,3,1,3,3,3,3,3,3,1,1,1,1
2.340909090909091,3,1,3,4,4,4,3,2,1,3,4,3
2.2325581395348837,2,2,2,4,4,5,3,3,2,3,4,5
3.6530612244897958,2,1,1,4,5,4,3,2,1,3,3,3
3.2857142857142856,3,2,2,3,3,3,2,2,2,2.325077399380805,3,3
3.8863636363636362,2,2,3,5,5,3,3,1,2,3,2,3
1.8888888888888888,3,2,3,4,4,3,3,1,2,2,1,3
2.0526315789473686,3,3,2,3,3,3,3,1,3,3,4,3
3.3777777777777778,3,3,3,4,4,4,2,1,2,3,4,3
2.5,2.1887072808320953,1.6265060240963856,1.5618479880774963,3.8462664714494874,3.696879643387816,3.3194650817236258,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
2.2857142857142856,3,1,3,3,3,4,3,1,2,3,3,4
3.6363636363636362,3,2,3,4,3,4,3,2,1,1,3,3
1.9767441860465116,2,2,2,3,4,3,2,2,2,2,3,1
1.8918918918918919,3,1,3,3,3,3,3,2,2,1,1,4
4,2,2,3,4,5,4,3,2,3,4,3,7
2.6744186046511627,3,3,2,5,4,4,3,1,3,4,4,3
1.7777777777777777,3,1,1,4,3,3,2,1,1,2,2,3
3.021276595744681,1,1,1,4,4,4,2,2,2,2,4,3
3.7708333333333335,2,1,1,5,4,5,2,1,1,2,4,4
3.772727272727273,1,1,1,4,4,3,3,2,2,3,3,2
2.6666666666666665,2,1,2,3,4,4,2,1,1,1,3,2
2.25,3,1,2,4,4,4,3,1,1,3,4,3
3.357142857142857,2,1,2,3,5,4,3,2,1,3,4,8
2.7333333333333334,3,2,1,4,3,3,3,3,3,2,4,3
3.9148936170212765,3,1,3,5,4,3,2,1,2,3,4,3
3.2045454545454546,2,2,1,3,4,3,3,1,2,2,4,2
2.857142857142857,1,2,1,4,4,5,2,1,2,3,3,2
3.048780487804878,2,3,2,4,4,3,3,2,1,3,4,4
2.7612828996340424,1,1,1,4,4,3,3,2,1,2,3,4
2.292682926829268,3,1,1.5618479880774963,4,3,3,2.611851851851852,1.6111111111111112,1.6681749622926094,2,4,4
2.7612828996340424,2,1,3,4,4,4,2,1,1,3,4,2
2.782608695652174,1,1,1,4,3,2,2,1,1,2,3,4
1.3695652173913044,3,3,3,3,3,3,3,2,2,2,3,3
2.6744186046511627,2,1,1,3,3,3,3,2,1,2,1,2
3.022727272727273,2,1,2,3,3,3.3194650817236258,3,1,1,3,4,3
1.6756756756756757,1,3,1.5618479880774963,5,5,5,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
2.7612828996340424,3,1.6265060240963856,1,4,3,1,3,1,1.6681749622926094,2,3,2
2.7612828996340424,1,1,1.5618479880774963,4,4,5,2.611851851851852,1.6111111111111112,1.6681749622926094,3,4,3.249621785173979
3.761904761904762,1,1,1,5,5,5,3,2,1,4,4,7
2.34375,3,2,2,3,3,4,2,2,1,3,3,4
1.875,3,2,1,3,3,3,2,2,1,2,2,4
3.4893617021276597,2,1,1,4,4,4,2,1,2,2,4,4
3.7708333333333335,3,3,2,4,5,4,2,1,1,3,4,3
2.475,1,1,1,4,4,4,3,2,1,3,3,3
2.5,3,1,1,4,4,4,3,1,1,2.325077399380805,3.126348228043143,1
4,3,1.6265060240963856,1.5618479880774963,4,4,2,3,1.6111111111111112,1.6681749622926094,4,3,4
2.9714285714285715,2,1,1,4,4,2,3,3,1,3,2,1
2.189189189189189,2,2,2,3,3,1,2,1,1,1,4,2
2.175,3,3,2,3,3.696879643387816,3.3194650817236258,3,3,1,3,2,2
3.275,2,1,1,3,3,3,2,1,1,3,2,2
2.2444444444444445,1,1,1,3,4,3,2,1,1,3,4,6
3.4,3,2,1,4,4,3,3,2,2,2,2,4
2.0930232558139537,3,2,1,3,4,5,3,2,2,2,4,3
2.840909090909091,3,3,1,3,3,3,3,1,1,3,3,3
2.7555555555555555,2,1,1,4,3,4,3,1.6111111111111112,1.6681749622926094,3,3,5
2.7083333333333335,3,1,1,4,3,2,2,1,2,2,2,4
4,3,3,2,5,5,4,3,3,2,2,4,3.249621785173979
3.875,2,2,3,5,4,4,3,1,2,3,4,3
2.7612828996340424,1,1,1,3,3,3,3,2,2,2,1,1
3.5454545454545454,2,2,1,4,4,4,2,1,2,3,4,4
2,2,1,1,3,4,4,3,2,1,2,2,4
1.894736842105263,2,3,1,3,3.696879643387816,3,2,2,1,4,2,8
2.075,2,2,2,3,4,3,3,2,2,4,3,4
2.9285714285714284,2,2,1,4,4,2,2,1,3,3,4,2
3.3714285714285714,2,3,1,4,3,4,3,2,2,3,2,3.249621785173979
3.8333333333333335,3,3,1,5,5,3,3,3,3,4,4,8
1.627906976744186,1,2,2,3,4,3,3,1,1,3,3,3.249621785173979
2.851063829787234,2,2,1,4,4,2,2,1,2,3,4,4
3.6341463414634148,2,1,3,4,4,3,3,3,3,2,2,3
2.6744186046511627,3,3,1,3,3,4,2,2,1,3,4,3
2.7612828996340424,1,2,1,4,4,3,3,1,1,2.325077399380805,3,2
2.975609756097561,1,2,1,3,3,3,2,2,2,2,3,3
2.7612828996340424,3,1,3,3,4,4,3,1,1.6681749622926094,2,2,1
2.6458333333333335,1,2,1,4,5,5,3,3,3,4,2,4
4,2,3,2,5,4,4,3,1,1,4,3,4
1.9761904761904763,3,1,1,3,3,3,2,1,3,3,4,3
3.282608695652174,1,1,1,3,3,3,3,1,1,2.325077399380805,3.126348228043143,3
1.9230769230769231,3,3,2,3,4,3,3,1,2,3,3,1
2.3095238095238093,2,1,2,4,4,3.3194650817236258,3,1,2,2,2,3
3.9302325581395348,2,2,2,3,3,3,3,1,2,3,4,7
2.6,2,1,1,5,4,3,3,1,1,2,2,4
3.84375,3,3,2,5,5,5,3,3,1,2,2,2
2.5384615384615383,3,1,2,4,3,3,3,3,1,4,4,5
3.75,3,2,2,5,3,3,3,1,2,3,4,6
2.7612828996340424,1,1,1,4,3,2,3,1,2,2,4,5
3.282051282051282,3,1,2,4,3,4,3,1,2,3,2,4
3.843137254901961,1,1,1,5,4,2,3,1,3,3,4,4
1.4473684210526316,3,1,3,3,2,3,2,1,1,2.325077399380805,3.126348228043143,6
2.075,2,2,1,4,4,4,3,1,2,2,3,3
3.7142857142857144,1,1,1,5,4,5,3,1,3,2,1,3
3.25,2.1887072808320953,1.6265060240963856,1.5618479880774963,3,3,3,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
2.511627906976744,3,2,2,5,5,4,3,3,3,2,1,5
3.9038461538461537,1,1,1,5,5,4,3,2,1,3,1,3
3.510204081632653,3,2,1,3,3,3,2,1,2,2,3,4
3.4,2,2,2,5,4,3,3,2,2,2,4,2
3.617021276595745,1,1,1,5,5,3,2,1,1,1,4,3
3.702127659574468,2,1,2,5,4,3,3,3,3,3,3,5
2.872340425531915,2,2,2,3,3,4,3,2,2,1,3,6
3.409090909090909,1,1,2,5,4,4,2,1,1,2,4,2
2,1,2,1,5,4,3,2,1,1,2,1,3
4,3,1,2,4,4,5,3,1,1,1,1,2
3.52,3,2,1,5,4,2,3,2,1,2,4,3
1.131578947368421,1,1,1,4,4,4,3,1,2,2,3,6
2.7612828996340424,1,1,1,3,3,2,3,3,2,3,4,1
2.3488372093023258,2,2,2,4,3,3,3,1,1,2,3,2
2.5952380952380953,2,2,2,3,4,3,3,2,2,2,2,1
2.5681818181818183,2.1887072808320953,1.6265060240963856,1.5618479880774963,3,5,2,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
3.652173913043478,1,2,1,5,4,5,3,3,2,3,3,3
2.4583333333333335,1,2,1.5618479880774963,4,4,3,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
2.7111111111111112,3,1,2,3,3,3,3,1,1,2,4,1
1.875,1,2,1,3,3,5,3,3,1,2,4,3
3.5652173913043477,2.1887072808320953,1.6265060240963856,1,4,4,3,2,1,2,3,2,4
3.813953488372093,3,1,1,4,3,3,2,1,1,2,3,2
2.7612828996340424,3,2,2,4,5,4,3,2,3,2,4,3
2.7612828996340424,3,3,3,4,5,4,3,2,3,3,2,4
3.5476190476190474,3,1,1,5,4,4,3,3,3,2,4,3
2.659090909090909,2,1,1,3,3,2,2,1,2,1,4,3
2.7612828996340424,3,2,1,3,2,4,2,1,1,1,2,1
1.425,2,1,1,3,2,3,3,3,1,3,4,4
1.7894736842105263,2,2,1,4,3.696879643387816,3.3194650817236258,3,1,2,2,1,3
4,3,1,1,4,4,4,2,2,2,1,2,2
3.260869565217391,2,3,2,4,4,4,3,2,2,3,1,4
2.0256410256410255,3,2,2,4,4,5,3,1,1,2,2,1
3.2291666666666665,2,1,1,4,3,3,3,2,2,2,3,3
2.097560975609756,1,1,1.5618479880774963,4,3,3,2.611851851851852,1.6111111111111112,1.6681749622926094,1,4,7
1.816326530612245,2,1,3,4,3,4,3,1,2,2,1,3
3.977777777777778,3,1,2,4,3,4,3,2,1,2,3,2
3.6875,2,1,3,5,5,5,3,3,2,3,3,4
0.6818181818181818,3,2,1,3,3,3,1,1,1,2,1,6
2.7612828996340424,1,1,1,5,5,5,3,1,1,2,3,1
3.4523809523809526,3,2,3,3,3,3,3,1,1,2,4,2
3.142857142857143,3,2,1,3,3,3,3,1,2,2,2,7
3.2666666666666666,3,2,1,4,3,3,3,1,2,3,4,5
3.4318181818181817,3,3,2,5,4,3,3,2,3,3,2,3
3.06,2,2,1,5,5,4,3,2,2,3,2,4
3.8780487804878048,3,1,1,5,5,4,3,1,2,2,4,4
3.111111111111111,2,1,1,5,5,5,3,3,3,3,4,3.249621785173979
1.1794871794871795,2.1887072808320953,1.6265060240963856,1,3.8462664714494874,3.696879643387816,3.3194650817236258,2,1,1,3,3,4
3,1,2,2,4,3,2,3,3,2,3,4,3
3.630434782608696,2,2,2,4,4,2,2,1,1,3,3,4
2.8333333333333335,2,2,1,3.8462664714494874,3.696879643387816,3.3194650817236258,3,3,3,3,4,3
2.6341463414634148,2,1.6265060240963856,2,3,3,3,3,2,1,2,4,5
1.475,2,2,1,3,3,3,2,1,1,2,2,1
2.8085106382978724,2,2,2,4,3,3,2,2,1,2,3,3
3.3902439024390243,2,1,1,4,4,4,3,1,1,1,3,1
4,2,2,2,5,4,4,3,3,2,2,4,3
1.92,2,2,1,4,3,3,2,1,1,3,3,4
0.975,1,2,1,4,3,2,3,3,1,1,1,3
2.125,3,1,1,3,3,4,3,1,2,1,2,3
3.125,1,1,2,5,5,5,3,2,1,3,3,4
2.4565217391304346,3,1,2,3,3,3,3,1,3,3,4,1
1.5172413793103448,3,3,1,5,5,3,3,2,1,2,4,4
2.9302325581395348,1,1,1,3,3,2,1,1,1,2,2,2
2.142857142857143,3,2,2,3,3,3,3,3,2,3,4,4
1.793103448275862,3,3,2,4,3,3,2,2,2,3,3,6
2.7612828996340424,1,1,1,4,2,2,2,1,3,2,4,3
2.702127659574468,2,1,1,4,4,4,3,1,2,1,2,6
3.2653061224489797,2,2,1,4,4,4,3,2,2,3,4,2
2.108695652173913,2,2,1.5618479880774963,4,4,3,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
3.128205128205128,2,2,2,3,3,3,2,2,2,2,4,2
2.413793103448276,1,1,2,3,3,3,2,2,2,3,2,1
2.477272727272727,2,1,2,3,2,3,3,1,3,2,4,3
2.15,2,2,2,4,3,4,3,1,3,3,4,2
2.693877551020408,1,1,1,4,3,3,3,1,2,3,3,4
2.7612828996340424,1,3,1.5618479880774963,3,1,4,3,3,1.6681749622926094,2.325077399380805,1,3.249621785173979
0.4358974358974359,2,1,2,5,5,4,3,3,3,3,3,3
2.1666666666666665,2,2,1,3,3,4,2,1,2,3,4,5
3.6875,1,1,1,4,3,3,2,1,1,2,4,3
2.4583333333333335,3,3,2,4,4,3,3,1,1,2,3,3
3.0952380952380953,1,1.6265060240963856,1,4,3,3,2,2,1,2.325077399380805,3.126348228043143,4
1.75,3,1,3,3,2,4,3,1,1,2,4,5
2.7,3,2,2,3,3,3,3,3,2,4,4,5
2.15,2,2,1,4,5,5,2,1,1,4,2,1
1.4390243902439024,2,1,1,3,3,3,2,1,1,2.325077399380805,3.126348228043143,3.249621785173979
2.3488372093023258,3,3,2,4,4,4,3,1,2,3,4,3
1.9761904761904763,3,1,1,4,4,5,2,1,1,2,3,1
4,3,1,1,4,4,2,2,1,2,3,3,2
3.073170731707317,1,1,1,4,4,4,3,1,2,3,4,8
2,2,2,1,4,4,3,2,1,1,3,4,3
1.4883720930232558,2,2,1,3,2,3,3,3,1,2.325077399380805,3,2
1.5757575757575757,3,1,2,3,3,3,3,1,2,3,4,5
3.608695652173913,3,1,1,4,4,3,2,1,1,2,3,1
3.3636363636363638,2,1,1,3,3,2,3,1,1,1,4,1
2.8222222222222224,3,2,1,4,3,3,3,1,1,1,1,3
2.7612828996340424,2,1,1,5,3,4,3,1,1,2,2,2
2.8,3,1,2,3,3,3,3,2,2,3,2,3
2.7612828996340424,1,1,1.5618479880774963,5,5,3,2.611851851851852,1.6111111111111112,1.6681749622926094,3,3,3.249621785173979
2.5789473684210527,2,2,2,4,3,3,2,1,1,1,1,3
1.375,3,1,2,4,4,5,3,1,2,1,1,4
2.9375,2,2,1,5,5,3,3,2,1,3,4,3
3.142857142857143,2,2,2,5,4,2,3,2,1,3,2,3
2.575,1,1,1,3,2,3,1,2,1,3,4,5
3.106382978723404,1,1,1,4,5,3,2,3,1,2,3,4
2.7612828996340424,1,1,1,3,3,3,2,1,1,2,2,2
3.5555555555555554,3,2,2,5,4,4,2,3,1,3,4,6
2.2,2.1887072808320953,1.6265060240963856,1.5618479880774963,3.8462664714494874,3.696879643387816,3.3194650817236258,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
2.7612828996340424,3,1,1,3,3,4,3,2,1,2,3,3
4,3,2,2,5,5,3,3,2,1,4,2,2
3.024390243902439,3,1,2,4,4,3,3,1,1,2,4,3
2.7115384615384617,2,1,1,4,5,3,3,1,1,2,3,3
3.7555555555555555,3,1,2,4,4,3,2,1,1,2,2,3
3.4791666666666665,2,2,1,4,4,4,2,2,2,3,2,4
1.7692307692307692,2,1,1,3,3,2,2,2,2,3,1,3
2.7612828996340424,2,2,2,4,5,3,2,1,2,3,4,3
2.103448275862069,2.1887072808320953,1.6265060240963856,3,5,4,4,2,1,1,3,3,3
3.3541666666666665,2,1,2,5,3,4,3,1,2,1,2,4
2.148936170212766,2,1,1,4,3,3,3,2,3,2,4,4
3.5576923076923075,3,2,1,5,2,3,2,2,1,3,4,3
2.6923076923076925,2,1,2,2,2,2,2,2,2,2,4,3
3.12,2,2,1,5,5,3,3,1,2,1,4,4
2.8636363636363638,1,2,1,3,3,3,3,2,2,1,4,3
3.0681818181818183,1,1,1.5618479880774963,4,4,4,2.611851851851852,1.6111111111111112,1.6681749622926094,2.325077399380805,3.126348228043143,3.249621785173979
2.8333333333333335,1,1,2,4,4,5,2,2,2,2,4,4
3,1,1,1,4,5,4,1,1.6111111111111112,3,2,4,2
3.230769230769231,3,1,1,5,4,3,3,3,1,2,4,5
2.857142857142857,1,1,1,5,4,4,3,2,2,2,4,3
2.7612828996340424,2,2,2,4,3,3,3,1,2,1,4,2
2.7837837837837838,2,2,1,3,3,4,2,2,3,2,4,4
3.0930232558139537,2,1,2,4,4,4,3,2,1,2,4,3
3.72,2,3,2,5,4,4,2,1,2,3,4,5
3.8125,3,2,2,4,4,3,3,1.6111111111111112,1.6681749622926094,2,3,7
3.1702127659574466,3,1,1,4,5,4,3,2,2,1,3,3
2.977272727272727,2,1,1,4,4,4,3,1,1,2,2,1
2.9375,3,2,1,4,3,3,2,1,2,2,4,3
2.627906976744186,2,1,1,5,4,5,3,1,1,2,2,3
2.7612828996340424,3,1.6265060240963856,1,5,5,4,3,1.6111111111111112,1,3,4,5
2.761904761904762,3,1,2,4,3,2,2,1,1,2,4,4
2.7612828996340424,3,3,1,4,3,3,3,1,3,1,4,4
1.6756756756756757,3,2,3,3,3,3,3,1,1,2.325077399380805,3.126348228043143,5
2.7612828996340424,2,2,2,3,4,2,3,1,2,2,3,3
3.148936170212766,1,1,1,4,4,3,3,1,1,3,4,4
3.74,3,3,2,4,4,4,3,1,1,3,4,4
1.7058823529411764,3,1,3,3,4,3,2,2,1,2,3,1
3.738095238095238,2,1,1,4,3,4,2,1,2,2,4,1
3.116279069767442,2,2,2,3,3,2,3,1,2,2,2,1
1.9047619047619047,3,1,2,3,2,3,3,1,3,3,4,3
2.0476190476190474,1,2,2,5,4,4,3,1,1,3,3,2
1.619047619047619,2,2,2,4,3,5,3,2,2,2,3,2
2.6739130434782608,1,1,1,3,4,3,2,2,2,3,4,8
1.8048780487804879,2,2,2,4,4,5,3,3,3,2,3,4
1.975609756097561,1,2,1,3,3,2,2,2,1,2,4,3
2.769230769230769,3,1,3,4,4,4,2,2,1,3,4,3
2.9285714285714284,3,1,1,3,3,4,2,1,1,2,3,4
2.909090909090909,2,3,2,4,3,4,2,1,1,3,4,3
2.7083333333333335,3,2,1,4,4,2,3,2,1,1,4,3
2.891304347826087,2,1,1,4,3,4,2,2,2,2,3,2
3.0392156862745097,3,1,2,4,4,4,3,1,2,3,4,3.249621785173979
3.816326530612245,2,1,1,5,5,4,2,2,1,3,2,3
3.1333333333333333,3,1,1,4,4,3,3,1,1,3,2,2
3.75,3,1,1,4,4,4,3,1,2,1,4,3
3.1041666666666665,2,1,1,4,4,4,2,1,2,4,3,4
4,2,2,2,5,5,4,3,1,2,2,4,5
3.0697674418604652,1,1,1,4,4,3,2,1,2,2,4,4
3.0454545454545454,1,1,1,4,4,4,2,1,2,3,4,4
4,2,3,2,5,4,2,2,1,2,4,4,4
3.382978723404255,3,3,1,5,5,5,3,1,1,3,4,2
2.097560975609756,1,1,1,3,5,4,3,1,2,2,4,4
2.022222222222222,2,2,1,4,4,5,3,1,2,3,4,3
3.4390243902439024,3,3,1,4,3,5,2,1,1,2.325077399380805,3.126348228043143,4
2.7083333333333335,3,2,2,3,3,3,3,2,1,1,1,2
1.5,1,1,1,3,4,3,3,2,2,2.325077399380805,3.126348228043143,4
1.4878048780487805,2,1,1,3,3,3,2,1,1,2,2,7
2.0256410256410255,1,1,1,4,3,3,3,1,2,2,4,3
3.019607843137255,2,2,3,4,3,3,3,3,2,2.325077399380805,3.126348228043143,1
2.3947368421052633,1,3,1,3,3,1,2,2,1,2,3,3
2.75,1,3,1,4,4,4,3,2,2,1,2,1
2.8048780487804876,3,1,2,4,5,1,3,3,1,3,2,3
1.9736842105263157,1,3,1,3,5,5,3,1,1,3,1,4
1.6,3,3,1,3,3,2,3,1,1,1,1,2
2.238095238095238,1,2,1,3,3,3,2,1,2,1,1,2
3.6595744680851063,3,1,1,4,4,4,2,1,1,3,4,4
3.558139534883721,1,1,1,4,4,4,3,1,2,4,4,2
3.0851063829787235,3,2,1,4,4,4,2,1,1,1,1,3.249621785173979
3.3541666666666665,2,2,2,4,4,4,3,1,1,2,3,4
0.75,2,2,2,3,4,3,3,1,2,2,3,4
3.896551724137931,2,1,1,4,5,3,3,2,3,3,2,1
3.046511627906977,2,1,2,3,4,3,3,3,2,3,4,4
3.046511627906977,3,1,1,4,4,4,2,1,1,2,4,4
3.0638297872340425,1,1,1,4,3,3,2,1,1,3,1,4
3.3469387755102042,2,2,2,5,4,1,3,3,2,3,3,4
3.816326530612245,2,2,2,5,5,3,3,2,3,3,4,3
2.18,3,3,1,3,2,3,2,1,1,3,2,3
3.9285714285714284,2,1,2,4,4,5,3,1,1,3,4,4
2.0588235294117645,3,2,1,3,3,3,2,1,1,2,4,3
1.1333333333333333,3,2,2,4,4,3,2,1,1,3,4,4
2.3863636363636362,3,1,1,3,3,2,3,3,1,2,3,2
2.0851063829787235,3,2,3,3,3,3,3,1,2,2,3,4
2.7612828996340424,1,1,1,4,4,4,3,1,1,2.325077399380805,3.126348228043143,5
1.8518518518518519,2,1,2,4,3,4,3,2,2,3,3,3
1.925,3,3,1,3,5,5,3,1,1,3,3,4
1.64,3,1,1,3,3,3,3,2,2,2,3,2
3.7142857142857144,2,1.6265060240963856,1,4,3.696879643387816,3,3,1,1,3,4,3.249621785173979
4,3,1,1,5,3,4,3,1,2,3,4,4
3.148936170212766,1,1,1,3,3,3,2,2,3,1,1,5
3.090909090909091,2,1,1,4,3,3,2,1,1,1,1,3
2.65,2,1,2,4,3,4,3,3,2,2,4,4
3.1458333333333335,2,2,1,4,4,3,2,2,1,2,3,2
1.6341463414634145,1,1,1,4,3,3,3,3,2,3,3,3
1.2727272727272727,3,3,1,2,2,2,1,2,1,2.325077399380805,3.126348228043143,1
2.45,1,1,1,4,4,3,3,3,1,3,4,4
2,3,1,1,3,4,3,1,1,1,1,4,1
2.6097560975609757,2,1,1,3,4,4,2,1,1,4,3,3
1.4,3,3,3,3,4,4,3,3,3,3,4,8
0.7647058823529411,3,1,3,4,4,4,3,1,1,2,4,2
3.204081632653061,3,3,1,4,4,4,3,1,2,3,4,2
3.2439024390243905,2,1,2,3,4,3,3,3,2,2,2,2
1.8837209302325582,3,1,3,4,3,3,3,1,1,1,1,1
3,2,2,1,3,3,3,3,3,1,2,1,3
