salesperson,years_experience,female,sales,dealership,dealership_awards
p571,20,yes,69.96402936096193,Dealership 14,2
p572,20,yes,91.45894074554444,Dealership 14,2
p573,14,no,60.062899733734135,Dealership 15,5
p574,14,yes,41.84161071891785,Dealership 15,5
p575,14,yes,14.940690079879763,Dealership 15,5
p576,16,yes,83.89959946746826,Dealership 15,5
p577,16,yes,29.036800199699407,Dealership 15,5
p578,16,yes,97.22791031951904,Dealership 15,5
p579,16,yes,85.18391957397459,Dealership 15,5
p580,16,yes,63.441221171569815,Dealership 15,5
p581,16,yes,82.27326085205077,Dealership 15,5
p582,16,no,50.325799866867065,Dealership 15,5
p583,16,yes,92.87239314193725,Dealership 15,5
p584,18,yes,97.15113255615233,Dealership 15,5
p585,18,yes,54.199698668670656,Dealership 15,5
p586,18,yes,69.12294207687376,Dealership 15,5
p587,18,no,8,Dealership 15,5
p588,18,yes,38.540070372772206,Dealership 15,5
p589,18,yes,37.26272976036071,Dealership 15,5
p590,18,yes,71.5694328224182,Dealership 15,5
p591,18,yes,52.231341544342044,Dealership 15,5
p592,18,yes,56.873041278076165,Dealership 15,5
p593,18,yes,54.20668149108886,Dealership 15,5
p594,20,yes,92.28258095855712,Dealership 15,5
p595,20,yes,87.08248175735471,Dealership 15,5
p596,20,yes,66.2471808254242,Dealership 15,5
p597,20,yes,97.22791031951904,Dealership 15,5
p598,20,yes,47.593129893493646,Dealership 15,5
p599,20,yes,68.72508095855711,Dealership 15,5
p600,20,yes,87.02663914794923,Dealership 15,5
p601,22,yes,89.35098042602537,Dealership 15,5
p602,22,yes,76.46939047927857,Dealership 15,5
p603,22,yes,96.41822909469606,Dealership 15,5
p604,22,yes,90.6353005325317,Dealership 15,5
p605,22,yes,74.35794207687377,Dealership 15,5
p606,22,yes,75.2758071243286,Dealership 15,5
p607,22,yes,93.27024760360717,Dealership 15,5
p608,22,yes,39.245049201202384,Dealership 15,5
p609,22,yes,75.96333888168334,Dealership 15,5
p610,22,yes,36.19828035945893,Dealership 15,5
p611,10,yes,39.33928069229125,Dealership 16,4
p612,12,yes,29.131030026626593,Dealership 16,4
p613,12,yes,31.654300199699406,Dealership 16,4
p614,12,yes,65.26997842903137,Dealership 16,4
p615,14,yes,55.4212,Dealership 16,4
p616,14,yes,75.30023701782225,Dealership 16,4
p617,14,yes,41.24481904144287,Dealership 16,4
p618,14,yes,67.6362,Dealership 16,4
p619,16,yes,22.11613005990982,Dealership 16,4
p620,16,yes,72.57804127807616,Dealership 16,4
p621,16,yes,76.84282170410157,Dealership 16,4
p622,16,yes,27.867650066566473,Dealership 16,4
p623,16,yes,83.91355845565796,Dealership 16,4
p624,16,yes,68.86817223663327,Dealership 16,4
p625,16,yes,38.107310119819644,Dealership 16,4
p626,16,yes,88.76116824264528,Dealership 16,4
p627,16,yes,89.13459946746826,Dealership 16,4
p628,16,yes,88.19229786987304,Dealership 16,4
p629,16,yes,60.3316285621643,Dealership 16,4
p630,18,yes,98.02363255615234,Dealership 16,4
p631,18,yes,85.11761271591186,Dealership 16,4
p632,18,yes,63.60525093193055,Dealership 16,4
p633,18,yes,76.28442223663329,Dealership 16,4
p634,18,yes,90.61784680480956,Dealership 16,4
p635,18,yes,54.64991098518372,Dealership 16,4
p636,18,yes,54.25204986686707,Dealership 16,4
p637,18,yes,79.44985079879763,Dealership 16,4
p638,18,yes,72.31977669830323,Dealership 16,4
p639,20,yes,37.36743049259186,Dealership 16,4
p640,20,yes,78.79023701782225,Dealership 16,4
p641,20,yes,41.96725159759521,Dealership 16,4
p642,20,yes,45.98423834915161,Dealership 16,4
p643,20,yes,83.78792090530398,Dealership 16,4
p644,20,yes,51.781129227828984,Dealership 16,4
p645,20,yes,62.72577143783571,Dealership 16,4
p646,20,yes,71.33559813613888,Dealership 16,4
p647,20,yes,93.91240765686035,Dealership 16,4
p648,20,yes,92.40124234313966,Dealership 16,4
p649,20,yes,93.064337550354,Dealership 16,4
p650,20,yes,82.64319733734129,Dealership 16,4
p651,22,yes,70.2886007987976,Dealership 16,4
p652,22,yes,40.96213122482301,Dealership 16,4
p653,22,yes,95.39914973373412,Dealership 16,4
p654,22,yes,68.69018015975949,Dealership 16,4
p655,22,yes,40.17687989349364,Dealership 16,4
p656,22,yes,95.3119010650635,Dealership 16,4
p657,14,yes,83.39005978698732,Dealership 17,6
p658,14,yes,90.95288914794921,Dealership 17,6
p659,16,yes,44.839521437835685,Dealership 17,6
p660,16,yes,50.23855119819641,Dealership 17,6
p661,16,yes,75.35259154434206,Dealership 17,6
p662,18,yes,85.01291031951905,Dealership 17,6
p663,18,yes,60.39793874855042,Dealership 17,6
p664,18,yes,55.791139813613896,Dealership 17,6
p665,18,yes,95.69929127807617,Dealership 17,6
p666,18,yes,88.54478728408813,Dealership 17,6
p667,18,yes,89.58132037277223,Dealership 17,6
p668,18,yes,63.10617882843019,Dealership 17,6
p669,18,yes,66.34490039939882,Dealership 17,6
p670,18,yes,61.1099003993988,Dealership 17,6
p671,20,yes,85.37935872192382,Dealership 17,6
p672,20,yes,68.98682696456909,Dealership 17,6
p673,20,yes,50.89816165084839,Dealership 17,6
p674,20,no,89.7523296272278,Dealership 17,6
p675,20,yes,88.98103728408813,Dealership 17,6
p676,20,yes,94.2055730354309,Dealership 17,6
p677,20,yes,99.02177010650632,Dealership 17,6
p678,22,yes,72.32675952072142,Dealership 17,6
p679,22,yes,95.05364314193727,Dealership 17,6
p680,22,yes,70.78766957397463,Dealership 17,6
p681,22,yes,97.22791031951904,Dealership 17,6
p682,22,yes,81.90331771011353,Dealership 17,6
p683,22,yes,92.14647250289914,Dealership 17,6
p684,22,yes,55.06521917457582,Dealership 17,6
p685,22,yes,22.99561038608551,Dealership 17,6
p686,10,yes,24.37765006656647,Dealership 18,2
p687,10,yes,39.49632929439545,Dealership 18,2
p688,10,yes,41.024950000000004,Dealership 18,2
p689,12,no,37.41629027957916,Dealership 18,2
p690,12,no,88.1678679763794,Dealership 18,2
p691,12,yes,70.6480730354309,Dealership 18,2
p692,14,yes,33.985619307708745,Dealership 18,2
p693,14,yes,62.027768775177,Dealership 18,2
p694,14,yes,73.47148308868408,Dealership 18,2
p695,14,yes,22.99561038608551,Dealership 18,2
p696,14,yes,43.743660985183716,Dealership 18,2
p697,14,yes,39.157800532531745,Dealership 18,2
p698,16,yes,49.45329986686705,Dealership 18,2
p699,16,yes,33.256210585784906,Dealership 18,2
p700,16,yes,27.38951977367401,Dealership 18,2
p701,16,yes,80.27697909469605,Dealership 18,2
p702,16,yes,38.9414195739746,Dealership 18,2
p703,16,yes,39.49982070560454,Dealership 18,2
p704,16,yes,78.51453202362059,Dealership 18,2
p705,16,yes,74.75580319519041,Dealership 18,2
p706,16,yes,89.81166031951906,Dealership 18,2
p707,16,yes,17.92114998335838,Dealership 18,2
p708,16,yes,52.66410013313293,Dealership 18,2
p709,16,yes,42.351150399398804,Dealership 18,2
p710,16,yes,39.13337063903809,Dealership 18,2
p711,18,yes,55.853958588790896,Dealership 18,2
p712,18,no,75.87957829589843,Dealership 18,2
p713,18,yes,89.71394074554443,Dealership 18,2
p714,18,yes,28.492359720420833,Dealership 18,2
p715,18,yes,92.0173402130127,Dealership 18,2
p716,18,yes,89.4626589881897,Dealership 18,2
p717,18,yes,21.96257037277221,Dealership 18,2
p718,20,yes,94.97685872192382,Dealership 18,2
p719,20,yes,62.872350798797605,Dealership 18,2
p720,20,yes,52.36745,Dealership 18,2
p721,20,yes,85.30258095855712,Dealership 18,2
p722,20,yes,99.02177010650632,Dealership 18,2
p723,22,yes,78.16553069229124,Dealership 18,2
p724,22,no,50.44794933433533,Dealership 18,2
p725,10,yes,53.26787130470276,Dealership 19,3
p726,12,yes,40.60615039939881,Dealership 19,3
p727,12,yes,33.46910013313293,Dealership 19,3
p728,12,yes,44.32299893493653,Dealership 19,3
p729,14,yes,49.89304127807617,Dealership 19,3
p730,14,yes,66.11456045265196,Dealership 19,3
p731,14,yes,58.743678828430184,Dealership 19,3
p732,14,yes,32.4290806257248,Dealership 19,3
p733,16,yes,52.05684087867736,Dealership 19,3
p734,16,yes,21.55424001331329,Dealership 19,3
p735,16,yes,30.523540612411495,Dealership 19,3
p736,16,yes,28.394640146446225,Dealership 19,3
p737,16,yes,80.28396191711425,Dealership 19,3
p738,16,no,26.90092023963928,Dealership 19,3
p739,16,yes,47.655948668670646,Dealership 19,3
p740,16,yes,45.76436930770875,Dealership 19,3
p741,16,yes,56.091281357955936,Dealership 19,3
p742,16,yes,81.20182696456911,Dealership 19,3
p743,16,no,21.327389813613888,Dealership 19,3
p744,18,yes,43.220158988189716,Dealership 19,3
p745,18,yes,69.62201085205075,Dealership 19,3
p746,18,yes,35.24899926776886,Dealership 19,3
p747,18,yes,94.6348402130127,Dealership 19,3
p748,18,yes,89.15902936096191,Dealership 19,3
p749,18,yes,51.826500931930546,Dealership 19,3
p750,18,no,67.7339195739746,Dealership 19,3
p751,18,yes,67.26276877517702,Dealership 19,3
p752,18,yes,63.095711251449586,Dealership 19,3
p753,18,yes,78.51802010650634,Dealership 19,3
p754,18,yes,92.44311930770876,Dealership 19,3
p755,20,yes,66.26811930770874,Dealership 19,3
p756,20,yes,68.53312989349365,Dealership 19,3
p757,20,yes,84.84887723083493,Dealership 19,3
p758,20,yes,56.91143015975951,Dealership 19,3
p759,20,yes,29.69641065235138,Dealership 19,3
p760,20,yes,59.720881224823,Dealership 19,3
p761,20,yes,43.84836005325317,Dealership 19,3
p762,20,yes,28.185240346145623,Dealership 19,3
p763,20,yes,27.365089880180353,Dealership 19,3
p764,20,yes,20.95745,Dealership 19,3
p765,20,yes,96.59273308868407,Dealership 19,3
p766,22,yes,16.078429993343345,Dealership 19,3
p767,22,yes,76.0087105857849,Dealership 19,3
p768,22,yes,65.30487922782898,Dealership 19,3
p769,22,yes,69.74416031951905,Dealership 19,3
p770,22,yes,36.41465965385436,Dealership 19,3
p771,22,yes,65.76207103843686,Dealership 19,3
p772,12,yes,74.05431244964599,Dealership 20,5
p773,14,yes,92.6211113845825,Dealership 20,5
p774,14,yes,39.1822304260254,Dealership 20,5
p775,14,yes,39.562639480781556,Dealership 20,5
p776,14,yes,70.57128861541749,Dealership 20,5
p777,14,yes,32.589620639038074,Dealership 20,5
p778,14,yes,26.47513948078155,Dealership 20,5
p779,14,yes,59.55336005325316,Dealership 20,5
p780,16,yes,35.510750266265866,Dealership 20,5
p781,16,yes,73.56570792312621,Dealership 20,5
p782,16,yes,50.126869307708745,Dealership 20,5
p783,16,yes,87.68275818939208,Dealership 20,5
p784,16,yes,80.21416031951905,Dealership 20,5
p785,16,yes,71.38795266265868,Dealership 20,5
p786,16,yes,94.93498175735472,Dealership 20,5
p787,16,yes,24.046099966716767,Dealership 20,5
p788,16,yes,28.499339214515683,Dealership 20,5
p789,18,yes,37.05332996006012,Dealership 20,5
p790,18,yes,42.44537856216431,Dealership 20,5
p791,18,yes,81.68693675155637,Dealership 20,5
p792,18,yes,61.179698668670646,Dealership 20,5
p793,18,yes,61.75554853553773,Dealership 20,5
p794,18,yes,72.99683755035399,Dealership 20,5
p795,18,yes,57.23948968048096,Dealership 20,5
p796,20,yes,88.77512723083495,Dealership 20,5
p797,20,yes,83.80536797637939,Dealership 20,5
p798,20,yes,50.919100133132936,Dealership 20,5
p799,20,yes,73.08059813613889,Dealership 20,5
p800,20,yes,33.00842023963928,Dealership 20,5
p801,20,yes,54.65689047927855,Dealership 20,5
p802,20,yes,85.11062989349365,Dealership 20,5
p803,20,yes,51.487970505905146,Dealership 20,5
p804,20,yes,55.41072909469604,Dealership 20,5
p805,20,yes,71.6950703727722,Dealership 20,5
p806,20,yes,36.76715073223115,Dealership 20,5
p807,20,yes,55.990070372772216,Dealership 20,5
p808,22,yes,89.05083888168333,Dealership 20,5
p809,22,yes,92.55829260940553,Dealership 20,5
p810,22,yes,93.633207923126207,Dealership 20,5
p811,22,yes,76.22159680480955,Dealership 20,5
p812,22,yes,73.59013781661984,Dealership 20,5
p813,24,yes,69.9326233016968,Dealership 20,5
